Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
68.791.18,FALSE,FALSE,813786,Drawings and Prints,Print; poster,Doors.,,,,,,Artist|Publisher,,Milton Glaser|Push Pin Studios,"American, born New York 1929",,"Glaser, Milton|Push Pin Studios",,1929      |1954      ,2029      |9999      ,ca. 1967,1962,1972,Commercial color lithograph,Sheet: 45 1/16 × 29 13/16 in. (114.5 × 75.7 cm),"Gift of Push Pin Studios, 1968",,,,,,,,,,,,Prints|Posters,,http://www.metmuseum.org/art/collection/search/813786,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
69.562.9,FALSE,FALSE,813787,Drawings and Prints,Print,"Figure 8, from Color Numerals",,,,,Color Numerals,Printer|Printer|Artist|Publisher,,James L. Webb|Kenneth E. Tyler|Jasper Johns|Gemini G.E.L.,"American, born East Chicago, Indiana, 1931|American, born Augusta, Georgia, 1930",,"Webb, James L.|Tyler, Kenneth E.|Johns, Jasper|Gemini",,1930      |1931      |1930      ,9999      |2031      |2030      ,1969,1969,1969,Color lithograph,Image: 27 7/8 × 21 15/16 in. (70.8 × 55.8 cm),,,,,,,,,,,,,,,,,
"Sheet: 38 1/8 × 31 1/8 in. (96.9 × 79 cm)""","John B. Turner and Stewart S. MacDermott Funds, 1969",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/813787,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
69.562.5,FALSE,FALSE,813789,Drawings and Prints,Print,"Figure 4, from Color Numerals",,,,,Color Numerals,Printer|Printer|Publisher|Artist,,Kenneth E. Tyler|Charles Ritt|Gemini G.E.L.|Jasper Johns,"American, born East Chicago, Indiana, 1931|American, born Augusta, Georgia, 1930",,"Tyler, Kenneth E.|Ritt, Charles|Gemini|Johns, Jasper",,1931      |1930      |1930      ,2031      |9999      |2030      ,1969,1969,1969,Color lithograph,Image: 28 7/16 × 22 3/16 in. (72.2 × 56.3 cm),,,,,,,,,,,,,,,,,
"Sheet: 38 1/16 × 31 1/8 in. (96.7 × 79 cm)""","John B. Turner and Stewart S. MacDermott Funds, 1969",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/813789,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
1987.1051.2,FALSE,FALSE,813797,Drawings and Prints,Print,Iago II,,,,,,Printer|Publisher|Printer|Artist,,George Bartko|Vinalhaven Press|Anthony Kirk|Charlie Hewitt,"Hungarian|New York, NY|American, born 1946",,"Bartko, George|Vinalhaven Press|Kirk, Anthony|Hewitt, Charlie",,1940      |1990      |1940      |1946      ,9999      |1999      |9999      |2046      ,1986,1986,1986,Woodcut in seven colors,Sheet: 46 5/8 × 34 3/4 in. (118.5 × 88.2 cm),"John B. Turner Fund, 1987",,,,,,,,,,,,Prints,© Charlie Hewitt,http://www.metmuseum.org/art/collection/search/813797,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1981.1134,FALSE,FALSE,813818,Drawings and Prints,Print,Boy with Striped Shirt,,,,,,Printer|Artist|Publisher,,"Prawat Laucharoen|Alex Katz|Mezzanine Gallery, MMA","Thai, born Rajaburi, 1941|American, born Brooklyn, New York, 1927",,"Laucharoen, Prawat|Katz, Alex|Mezzanine Gallery, MMA",,1941      |1927      ,9999      |2027      ,1980,1980,1980,Aquatint in eight colors,Sheet: 46 1/16 × 21 1/16 in. (117 × 53.5 cm),,,,,,,,,,,,,,,,,
"Image: 40 3/8 × 15 13/16 in. (102.5 × 40.2 cm)""","Gift of Alex Katz, 1981",,,,,,,,,,,,Prints,© Alex Katz,http://www.metmuseum.org/art/collection/search/813818,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.45,FALSE,TRUE,813819,Drawings and Prints,Print Ornament & Architecture,"Designs for Four Rings, Plate 27 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.9 × 4.8 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813819,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.47,FALSE,TRUE,813827,Drawings and Prints,Print Ornament & Architecture,"Designs for Four Rings, Plate 29 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.8 × 4.8 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813827,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.49,FALSE,TRUE,813828,Drawings and Prints,Print Ornament & Architecture,"Designs for Four Rings, Plate 31 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.8 × 4.7 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813828,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.51,FALSE,TRUE,813829,Drawings and Prints,Print Ornament & Architecture,"Designs for Four Rings, Plate 33 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.8 × 4.7 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813829,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.53,FALSE,TRUE,813830,Drawings and Prints,Print Ornament & Architecture,"Designs for Four Rings, Plate 35 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.8 × 4.7 cm) [oval plate-damaged at right],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813830,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.52,FALSE,TRUE,813831,Drawings and Prints,Print Ornament & Architecture,"Design for a Ring with a Large Faceted Gemstone, Plate 34 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.9 × 4.8 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813831,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.48,FALSE,TRUE,813832,Drawings and Prints,Print Ornament & Architecture,"Design for a Ring, Plate 30 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 15/16 in. (6.8 × 4.9 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813832,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
69.562.8,FALSE,FALSE,813833,Drawings and Prints,Print,"Figure 7, from Color Numerals",,,,,Color Numerals,Printer|Artist|Publisher|Printer,,Kenneth E. Tyler|Jasper Johns|Gemini G.E.L.|Charles Ritt,"American, born East Chicago, Indiana, 1931|American, born Augusta, Georgia, 1930",,"Tyler, Kenneth E.|Johns, Jasper|Gemini|Ritt, Charles",,1931      |1930      |1930      ,2031      |2030      |9999      ,1969,1969,1969,Color lithograph,Image: 27 13/16 × 21 1/4 in. (70.7 × 53.9 cm),,,,,,,,,,,,,,,,,
"Sheet: 38 3/16 in. × 31 in. (97 × 78.7 cm)""","John B. Turner and Stewart S. MacDermott Funds, 1969",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/813833,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.57.46,FALSE,TRUE,813835,Drawings and Prints,Print Ornament & Architecture,"Design for a Ring, Plate 28 from 'Livre d'Aneaux d'Orfevrerie'",,,,,,Artist and engraver,,Pierre Woeiriot de Bouzey II,"French, Neufchâteau 1532–1599 Damblain",,"de Bouzey, Pierre Woeiriot II",,1532,1599,1561,1561,1561,Engraving,Plate: 2 11/16 × 1 7/8 in. (6.8 × 4.8 cm) [oval plate],,,,,,,,,,,,,,,,,
"Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm) [cut]""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813835,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
i2078820_017,TRUE,FALSE,813836,The Libraries,,Bergdorf Goodman sketches : Hulitar 1940-1942 : B05643,,,,,,Designer|Publisher,,Philip Hulitar|Bergdorf Goodman,"American, born Greece, 1905|American, founded 1899",,Hulitar Philip|Bergdorf Goodman,,1905      |1899      ,9999,1940,1940,1940,,Height: 10 7/8 in. (27.6 cm),,,,,,,,,,,,,,,,,
"Width: 8 3/8 in. (21.3 cm)""",,,New York,,New York,,,,,,,,,,http://www.metmuseum.org/art/collection/search/813836,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
i2078820_045,TRUE,FALSE,813837,The Libraries,,Bergdorf Goodman sketches : Hulitar 1940-1942 : B6258,,,,,,Publisher|Designer,,Bergdorf Goodman|Philip Hulitar,"American, founded 1899|American, born Greece, 1905",,Bergdorf Goodman|Hulitar Philip,,1899      |1905      ,9999,1940,1940,1940,,Height: 10 7/8 in. (27.6 cm),,,,,,,,,,,,,,,,,
"Width: 8 3/8 in. (21.3 cm)""",,,New York,,New York,,,,,,,,,,http://www.metmuseum.org/art/collection/search/813837,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
i2078819_001,TRUE,FALSE,813838,The Libraries,,Bergdorf Goodman sketches : Hulitar 1935-1939 : B7031,,,,,,Designer|Publisher,,Philip Hulitar|Bergdorf Goodman,"American, born Greece, 1905|American, founded 1899",,Hulitar Philip|Bergdorf Goodman,,1905      |1899      ,9999,1939,1939,1939,,Height: 10 7/8 in. (27.6 cm),,,,,,,,,,,,,,,,,
"Width: 8 3/8 in. (21.3 cm)""",,,New York,,New York,,,,,,,,,,http://www.metmuseum.org/art/collection/search/813838,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
i2078819_059,TRUE,FALSE,813839,The Libraries,,Bergdorf Goodman sketches : Hulitar 1935-1939 : B2172,,,,,,Designer|Publisher,,Philip Hulitar|Bergdorf Goodman,"American, born Greece, 1905|American, founded 1899",,Hulitar Philip|Bergdorf Goodman,,1905      |1899      ,9999,1939,1939,1939,,Height: 10 7/8 in. (27.6 cm),,,,,,,,,,,,,,,,,
"Width: 8 3/8 in. (21.3 cm)""",,,New York,,New York,,,,,,,,,,http://www.metmuseum.org/art/collection/search/813839,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
26.28.183,FALSE,FALSE,813840,Drawings and Prints,Drawing Ornament & Architecture,Design for a Poster or Advertisement for the Venetian Jeweler Pallotti,,,,,,Artist|Goldsmith,,A. Melo|Pallotti,"Italian, active early 20th century|Italian, Venice 1846–1970",,"Melo, A.|Pallotti",,1846,1970,ca. 1900–1920,1895,1905,"Pen and ink, watercolor, silver and gold paint",Sheet: 20 11/16 × 15 5/8 in. (52.6 × 39.7 cm),"Gift of Bella C. Landauer, 1926",,,,,,,,,,,,Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813840,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.673.2a(5),FALSE,TRUE,813841,Drawings and Prints,Print Ornament & Architecture,"Jewelry Designs in Gold and Rose Gold, Plate 5 from 'L'Art de la Bijouterie'",,,,,,Printer|Publisher,,Jean Francois Barousse|Librairie Polytechnique Baudry et Cie.,"French, Saint-Bertrand 1824–1890 (?)",,"Barousse, Jean Francois|Librairie Polytechnique Baudry et Cie.",,,,1879,1879,1881,color lithograph,Sheet: 14 1/4 × 10 13/16 in. (36.2 × 27.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",,Paris,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813841,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.673.2a(7),FALSE,TRUE,813842,Drawings and Prints,Print Ornament & Architecture,"Jewelry Designs in Gold, Diamonds and Other Precious Stones, Plate 7 from 'L'Art de la Bijouterie'",,,,,,Publisher|Printer,,Librairie Polytechnique Baudry et Cie.|Jean Francois Barousse,"French, Saint-Bertrand 1824–1890 (?)",,"Librairie Polytechnique Baudry et Cie.|Barousse, Jean Francois",,,,1879,1879,1881,color lithograph,Sheet: 14 1/4 × 10 13/16 in. (36.2 × 27.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",,Paris,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813842,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2781,FALSE,FALSE,813844,Drawings and Prints,Drawing,Victoria Sleigh #3812,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1883,1883,1883,Graphite on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 11 3/8 × 17 7/8 in. (28.9 × 45.4 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813844,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2782,FALSE,FALSE,813845,Drawings and Prints,Drawing,Cabriolet Sleigh #3864,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1883,1883,1883,Graphite on wove paper with perforated linen tape adhered to left edge for binding. JWhatman 1883 watermark.  Four graphite on tracing paper overlays.,Sheet: 13 3/16 × 21 7/8 in. (33.5 × 55.6 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813845,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2782a,FALSE,FALSE,813846,Drawings and Prints,Drawing,Cabriolet  Sleigh #3864a,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on tracing paper overlay,Sheet: 8 3/4 × 10 1/2 in. (22.2 × 26.7 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813846,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2783a,FALSE,FALSE,813847,Drawings and Prints,Drawing,Vis-a-Vis Sleigh #3865,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite and red crayon on tracing paper overlay,Sheet: 8 in. × 12 3/4 in. (20.3 × 32.4 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813847,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
67.634.26,FALSE,FALSE,813848,Drawings and Prints,"Print, poster","Lincoln Center, September 12-22, 1966, 4th New York Film Festival, Philharmonic Hall",,,,,,Publisher|Artist|Printer,,List Art Poster Program of the American Federation of Arts|Roy Lichtenstein|Chiron Press,"New York|American, New York 1923–1997 New York|New York, NY",,"List Art Poster Program of the American Federation of Arts|Lichtenstein, Roy|Chiron Press",,1923      |1950      ,1997      |1999      ,1966,1966,1966,Screenprint on silver aluminum stock,Sheet: 45 11/16 × 29 15/16 in. (116 × 76 cm),"Gift of Mrs. Albert A. List, 1967",,,,,,,,,,,,Prints|Posters,© Estate of Roy Lichtenstein,http://www.metmuseum.org/art/collection/search/813848,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2782c,FALSE,FALSE,813849,Drawings and Prints,Drawing,Cabriolet  Sleigh #3893,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on tracing paper overlay,Sheet: 10 1/8 × 14 15/16 in. (25.7 × 37.9 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813849,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
1976.523,FALSE,FALSE,813850,Drawings and Prints,Print,Eighth Avenue,,,,,,Artist,,Hugh Kepets,"American, born 1946",,"Kepets, Hugh",,1946,2046,1975,1975,1975,Color silkscreen,Image: 36 1/8 × 30 1/8 in. (91.7 × 76.5 cm),,,,,,,,,,,,,,,,,
"Sheet: 41 1/4 × 35 1/16 in. (104.8 × 89 cm)""","John B. Turner Fund, 1976",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/813850,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
23.112.2782b,FALSE,FALSE,813851,Drawings and Prints,Drawing,Cabriolet  Sleigh #3866,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on tracing paper overlay,Sheet: 6 1/2 × 5 1/4 in. (16.5 × 13.3 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813851,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
TR647 .A93 1880 Q,TRUE,FALSE,813852,The Libraries,,Souvenir de St. Pétersbourg,,,,,,,,,,,,,,,1880s,1880,1889,,24 pages : all photographs ; Height: 8 1/4 in. (21 cm) x Width: 11 7/16 in. (29 cm),"Gift of Jayne Wrightsman, 2004",,St. Petersburg,,,Russia,,,,,,,,,http://www.metmuseum.org/art/collection/search/813852,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2783,FALSE,FALSE,813853,Drawings and Prints,Drawing,Vis-a-Vis Sleigh #3834,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1883,1883,1883,Graphite on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 8 in. × 12 3/4 in. (20.3 × 32.4 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813853,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
NE1717 .S23 1723 F,TRUE,TRUE,813854,The Libraries,,"Le sacre de Louis XV, roy de France & de Navarre, dans l'église de Reims, le dimanche XXV octobre MDCCXXII",,,,,,Engraver|Editor|Artist|Editor|Engraver|Editor,,Charles Nicolas Cochin I|Antoine Danchet|Pierre Dulin|Claude Gros de Boze|Nicolas de Larmessin III|Jean Paul Bignon,"French, Paris 1688–1754 Paris|French, 1671–1748|French, 1669–1748|French, 1680–1753|French, Paris 1685–1755 Paris|French, 1662–1743",,"Cochin, Charles Nicolas, I|Danchet, Antoine|Dulin, Pierre|Boze, Claude Gros de|Larmessin, Nicolas de III|Bignon, Jean Paul",,1688      |1671      |1669      |1680      |1685      |1662      ,1754      |1748      |1748      |1753      |1755      |1743      ,1723,1723,1723,,84 leaves : chiefly illustrations ; Height: 25 3/16 in. (64 cm),"Gift of Jayne Wrightsman, 2005",,Paris,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/813854,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
QD7 .G85 1787,TRUE,FALSE,813855,The Libraries,,"Méthode de nomenclature chimique ; on y a joint un nouveau systême de caractères chimiques, adaptés à cette nomenclature",,,,,,Author|Author|Author|Author|Author|Author,,Antoine-Laurent Lavoisier|Claude-Louis Berthollet|Comte Antoine-François de Fourcroy|Louis-Bernard Guyton de Morveau|Pierre Auguste Adet|Jean-Henri Hassenfratz,"Savoyard-French, 1748–1822|French, 1755–1809|French, 1737–1816|French, 1763–1832|French, 1755–1827",,"Lavoisier, Antoine-Laurent|Berthollet, Claude-Louis|Fourcroy, Antoine-François de Comte|Guyton de Morveau, Louis-Bernard|Adet, Pierre Auguste|Hassenfratz, Jean-Henri",,1743      |1748      |1755      |1737      |1763      |1755      ,1794      |1822      |1809      |1816      |1832      |1827      ,1787,1787,1787,,"[4], 314 pages, [7] folded leaves of plates : diagrams ; Height: 8 1/4 in. (21 cm)","Gift of Jayne Wrightsman, 2013",,Paris,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/813855,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2784,FALSE,FALSE,813856,Drawings and Prints,Drawing,Sleigh #3867,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite and red ink detail on wove paper with perforated linen tape adhered to left edge for binding. JWhatman 1882 watermark,Sheet: 11 1/2 in. × 20 in. (29.2 × 50.8 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813856,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2785,FALSE,FALSE,813857,Drawings and Prints,Drawing,Sleigh #3868,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on wove paper with perforated linen tape adhered to left edge for binding. JWhatman 1883 watermark,Sheet: 11 × 21 in. (27.9 × 53.3 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813857,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2786,FALSE,FALSE,813858,Drawings and Prints,Drawing,Sleigh #3869,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite with red crayon detail on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 11 1/8 × 21 5/16 in. (28.3 × 54.1 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813858,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2787,FALSE,FALSE,813859,Drawings and Prints,Drawing,Sleigh #3871,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on wove paper with perforated linen tape adhered to left edge for binding.JWhatman 1882 watermark,Sheet: 12 1/4 × 20 1/2 in. (31.1 × 52.1 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813859,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2788,FALSE,FALSE,813860,Drawings and Prints,Drawing,Chariot Body Sleigh/Booby Hut #3872,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 12 3/8 × 20 3/4 in. (31.4 × 52.7 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813860,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.112.2789,FALSE,FALSE,813862,Drawings and Prints,Drawing,Cutter  #3876,,,,,,Manufacturer,,Brewster & Co.,"American, New York",,Brewster & Co.,,,,1884,1884,1884,Graphite on wove paper with perforated linen tape adhered to left edge for binding.,Sheet: 11 in. × 16 13/16 in. (27.9 × 42.7 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/813862,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
32.123.25,FALSE,TRUE,813863,Drawings and Prints,Album Print Ornament & Architecture,Title for the Print Series 'Grateske voer golt smeden Schrijnwerkers Ende andere des nodich hebbende',,,,,,Artist and engraver,,Meinert Gelijs,"Dutch, active ca. 1610–1630",,"Gelijs, Meinert",,,,ca. 1610–1630,1605,1615,Blackwork (title text etched),7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
"Plate: 5 3/8 × 6 3/16 in. (13.7 × 15.7 cm)""","Harris Brisbane Dick Fund, 1932",,,,,,,,,,,,Albums|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/813863,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
32.123.26,FALSE,TRUE,813864,Drawings and Prints,Album Print Ornament & Architecture,Plate from the Print Series 'Grateske voer golt smeden Schrijnwerkers Ende andere des nodich hebbende',,,,,,Artist and engraver,,Meinert Gelijs,"Dutch, active ca. 1610–1630",,"Gelijs, Meinert",,,,ca. 1610–1630,1605,1615,Blackwork,7 3/4 × 11 7/16 × 1/8 in. (19.7 × 29 × 0.3 cm),,,,,,,,,,,,,,,,,
